sku,brand,stock_status,sale_price,regular_price,rate,result,link,stock_quantity
V104-ZB370A,VALU/วาลู,0,"1,422.90","1,530.00",0.99,-,,0
V104-ZB750A,VALU/วาลู,0,"1,980.90","2,130.00",0.99,-,,0
V104-ZC245AL,VALU/วาลู,0,"1,422.90","1,530.00",0.99,-,,0
V104-ZC250A,VALU/วาลู,0,"1,683.30","1,810.00",0.99,-,,0
V104-ZC365AL,VALU/วาลู,0,"1,488.00","1,600.00",0.99,-,,0
V104-ZC370A,VALU/วาลู,0,"2,790.00","3,000.00",0.99,-,,0
V104-ZF300A,VALU/วาลู,0,"2,148.30","2,310.00",0.99,-,,0
V104-ZF750A,VALU/วาลู,0,"2,613.30","2,810.00",0.99,-,,0
V104P-Z370A012,VALU/วาลู,0,311.55,335.00,0.99,-,,0
Y121-1002,YORK/ยอร์ค,0,644.49,693.00,0.99,-,,0
Y121-1004,YORK/ยอร์ค,0,767.25,825.00,0.99,-,,0
Y121-1006,YORK/ยอร์ค,0,920.70,990.00,0.99,-,,0
Y121-1008,YORK/ยอร์ค,0,"1,320.60","1,420.00",0.99,-,,0
Y121-1010,YORK/ยอร์ค,0,"1,850.70","1,990.00",0.99,-,,0
Y121-1012,YORK/ยอร์ค,0,"2,362.20","2,540.00",0.99,-,,0
Y121-1014,YORK/ยอร์ค,0,"4,296.60","4,620.00",0.99,-,,0
Y121-1016,YORK/ยอร์ค,0,"6,900.60","7,420.00",0.99,-,,0
Y121-1018,YORK/ยอร์ค,0,"11,225.10","12,070.00",0.99,-,,0
Y131-0005,YAMANO,0,416.64,448.00,0.99,-,,0
Y131-0010,YAMANO,0,720.75,775.00,0.99,-,,0
Y131-0015,YAMANO,0,967.20,"1,040.00",0.99,-,,0
Y131-0020,YAMANO,0,107.88,116.00,0.99,-,,0
Y131-0025,YAMANO,0,178.56,192.00,0.99,-,,0
Y131-0030,YAMANO,0,244.59,263.00,0.99,-,,0
Y131-0035,YAMANO,0,857.46,922.00,0.99,-,,0
Y131-0040,YAMANO,0,"1,227.60","1,320.00",0.99,-,,0
Y131-0045,YAMANO,0,"1,320.60","1,420.00",0.99,-,,0
Z037-0010,ZZOther,0,159.96,172.00,0.99,-,,0
Z037-0020,ZZOther,0,178.56,192.00,0.99,-,,0
Z037-0030,ZZOther,0,211.11,227.00,0.99,-,,0
Z037-0040,ZZOther,0,847.23,911.00,0.99,-,,0
Z037-0050,ZZOther,0,229.71,247.00,0.99,-,,0
Z037-0052,ZZOther,0,"2,120.40","2,280.00",0.99,-,,0
Z037-0058,ZZOther,0,797.94,858.00,0.99,-,,0
Z037-0060,ZZOther,0,601.71,647.00,0.99,-,,0
Z037-0065,ZZOther,0,497.55,535.00,0.99,-,,0
Z037-0070,ZZOther,0,336.66,362.00,0.99,-,,0
Z037-0080,ZZOther,0,497.55,535.00,0.99,-,,0
Z037-0090,ZZOther,0,386.88,416.00,0.99,-,,0
Z037-0100,ZZOther,0,780.27,839.00,0.99,-,,0
Z037-0102,ZZOther,0,"6,844.80","7,360.00",0.99,-,,0
Z037-0110,ZZOther,0,865.83,931.00,0.99,-,,0
Z037-0150,ZZOther,0,859.32,924.00,0.99,-,,0
Z037-0155,ZZOther,0,948.60,"1,020.00",0.99,-,,0
Z037-0160,ZZOther,0,"1,357.80","1,460.00",0.99,-,,0
Z037-0220,ZZOther,0,"2,948.10","3,170.00",0.99,-,,0
Z037-0225,ZZOther,0,"3,785.10","4,070.00",0.99,-,,0
Z037-0240,ZZOther,0,"1,209.00","1,300.00",0.99,-,,0
Z037-0242,ZZOther,0,"4,798.80","5,160.00",0.99,-,,0
Z037-0250,ZZOther,0,"4,789.50","5,150.00",0.99,-,,0
Z037-0255,ZZOther,0,"4,445.40","4,780.00",0.99,-,,0
Z037-0275,ZZOther,0,"5,886.90","6,330.00",0.99,-,,0
Z037-0410,ZZOther,0,"6,723.90","7,230.00",0.99,-,,0
Z037-0420,ZZOther,0,"7,560.90","8,130.00",0.99,-,,0
Z037-0450,ZZOther,0,"8,184.00","8,800.00",0.99,-,,0
Z037-0460,ZZOther,0,706.80,760.00,0.99,-,,0
Z091-000210,ZZสินค้าSample,0,"1,348.50","1,450.00",0.99,-,,0
Z091-000271,ZZสินค้าSample,0,"2,985.30","3,210.00",0.99,-,,0
A131-1475,ANA/เอน่า,0,332.94,358.00,0.99,-,,0
A131-1485,ANA/เอน่า,0,32.55,35.00,0.99,-,,0
A131-1495,ANA/เอน่า,0,39.99,43.00,0.99,-,,0
A131-1502,ANA/เอน่า,0,50.22,54.00,0.99,-,,0
A131-1504,ANA/เอน่า,0,50.22,54.00,0.99,-,,0
A131-1506,ANA/เอน่า,0,93.93,101.00,0.99,-,,0
A131-1648,ANA/เอน่า,0,64.17,69.00,0.99,-,,0
A131-1650,ANA/เอน่า,0,71.61,77.00,0.99,-,,0
A131-1651,ANA/เอน่า,0,132.99,143.00,0.99,-,,0
A131-1652,ANA/เอน่า,0,65.10,70.00,0.99,-,,0
A131-1652-1,ANA/เอน่า,0,180.42,194.00,0.99,-,,0
A131-1652-11,ANA/เอน่า,0,,,0.99,-,,0
A131-1652-2,ANA/เอน่า,0,262.26,282.00,0.99,-,,0
A131-1652-3,ANA/เอน่า,0,292.95,315.00,0.99,-,,0
A131-1652-4,ANA/เอน่า,0,563.58,606.00,0.99,-,,0
A131-1652-9,ANA/เอน่า,0,74.40,80.00,0.99,-,,0
A131-1652-C,ANA/เอน่า,0,,,0.99,-,,0
A131-1653,ANA/เอน่า,0,64.17,69.00,0.99,-,,0
A131-1655,ANA/เอน่า,0,71.61,77.00,0.99,-,,0
A131-1656,ANA/เอน่า,0,132.99,143.00,0.99,-,,0
A131-1657,ANA/เอน่า,0,66.96,72.00,0.99,-,,0
A131-1658,ANA/เอน่า,0,172.05,185.00,0.99,-,,0
A131-1659,ANA/เอน่า,0,257.61,277.00,0.99,-,,0
A131-1660,ANA/เอน่า,0,294.81,317.00,0.99,-,,0
A131-1662,ANA/เอน่า,0,563.58,606.00,0.99,-,,0
A131-1680,ANA/เอน่า,0,74.40,80.00,0.99,-,,0
A131-1682,ANA/เอน่า,0,,,0.99,-,,0
A131-1810,ANA/เอน่า,0,58.59,63.00,0.99,-,,0
A131-1811,ANA/เอน่า,0,90.21,97.00,0.99,-,,0
A131-1812,ANA/เอน่า,0,139.50,150.00,0.99,-,,0
A131-1813,ANA/เอน่า,0,187.86,202.00,0.99,-,,0
A131-1814,ANA/เอน่า,0,252.03,271.00,0.99,-,,0
A131-1814-11,ANA/เอน่า,0,48.36,52.00,0.99,-,,0
A131-1814-4,ANA/เอน่า,0,336.66,362.00,0.99,-,,0
A131-1814-9,ANA/เอน่า,0,47.43,51.00,0.99,-,,0
A131-1815,ANA/เอน่า,0,44.64,48.00,0.99,-,,0
A131-1820,ANA/เอน่า,0,90.21,97.00,0.99,-,,0
A131-1840,ANA/เอน่า,0,35.34,38.00,0.99,-,,0
A131-1842,ANA/เอน่า,0,41.85,45.00,0.99,-,,0
A131-1844,ANA/เอน่า,0,41.85,45.00,0.99,-,,0
A131-1845,ANA/เอน่า,0,,,0.99,-,,0
A131-1846,ANA/เอน่า,0,62.31,67.00,0.99,-,,0
A131-1847,ANA/เอน่า,0,68.82,74.00,0.99,-,,0
A131-1848,ANA/เอน่า,0,88.35,95.00,0.99,-,,0
A131-1849,ANA/เอน่า,0,102.30,110.00,0.99,-,,0
A131-1850,ANA/เอน่า,0,119.97,129.00,0.99,-,,0
A131-1870,ANA/เอน่า,0,28.83,31.00,0.99,-,,0
A131-1875,ANA/เอน่า,0,34.41,37.00,0.99,-,,0
A131-1880,ANA/เอน่า,0,41.85,45.00,0.99,-,,0
A131-1885,ANA/เอน่า,0,41.85,45.00,0.99,-,,0
A131-1890,ANA/เอน่า,0,61.38,66.00,0.99,-,,0
A131-1895,ANA/เอน่า,0,61.38,66.00,0.99,-,,0
A131-1910,ANA/เอน่า,0,55.80,60.00,0.99,-,,0
A131-1915,ANA/เอน่า,0,90.21,97.00,0.99,-,,0
A131-1920,ANA/เอน่า,0,82.77,89.00,0.99,-,,0
A131-1921,ANA/เอน่า,0,158.10,170.00,0.99,-,,0
A131-1922,ANA/เอน่า,0,140.43,151.00,0.99,-,,0
A131-1925,ANA/เอน่า,0,130.20,140.00,0.99,-,,0
A131-1930,ANA/เอน่า,0,209.25,225.00,0.99,-,,0
A131-1935,ANA/เอน่า,0,195.30,210.00,0.99,-,,0
A131-1940,ANA/เอน่า,0,184.14,198.00,0.99,-,,0
A131-1945,ANA/เอน่า,0,132.99,143.00,0.99,-,,0
A131-1950,ANA/เอน่า,0,316.20,340.00,0.99,-,,0
A131-1955,ANA/เอน่า,0,302.25,325.00,0.99,-,,0
A131-1960,ANA/เอน่า,0,284.58,306.00,0.99,-,,0
A131-1965,ANA/เอน่า,0,259.47,279.00,0.99,-,,0
A131-1970,ANA/เอน่า,0,195.30,210.00,0.99,-,,0
A131-1990,ANA/เอน่า,0,47.43,51.00,0.99,-,,0
A131-1992,ANA/เอน่า,0,,,0.99,-,,0
A131-2104,ANA/เอน่า,0,28.83,31.00,0.99,-,,0
A131-2106,ANA/เอน่า,0,37.20,40.00,0.99,-,,0
A131-2108,ANA/เอน่า,0,41.85,45.00,0.99,-,,0
A131-2110,ANA/เอน่า,0,51.15,55.00,0.99,-,,0
A131-2112,ANA/เอน่า,0,79.05,85.00,0.99,-,,0
A131-2114,ANA/เอน่า,0,123.69,133.00,0.99,-,,0
A131-2210,ANA/เอน่า,0,76.26,82.00,0.99,-,,0
A131-2302,ANA/เอน่า,0,81.84,88.00,0.99,-,,0
A131-2304,ANA/เอน่า,0,81.84,88.00,0.99,-,,0
A131-2310,ANA/เอน่า,0,117.18,126.00,0.99,-,,0
A131-2311,ANA/เอน่า,0,144.15,155.00,0.99,-,,0
A131-2313,ANA/เอน่า,0,216.69,233.00,0.99,-,,0
A131-2340,ANA/เอน่า,0,79.05,85.00,0.99,-,,0
A131-2342,ANA/เอน่า,0,,,0.99,-,,0
A131-2380,ANA/เอน่า,0,358.98,386.00,0.99,-,,0
A131-2420,ANA/เอน่า,0,41.85,45.00,0.99,-,,0
A131-2422,ANA/เอน่า,0,,,0.99,-,,0
A131-2430,ANA/เอน่า,0,41.85,45.00,0.99,-,,0
A131-2432,ANA/เอน่า,0,,,0.99,-,,0
A131-2440,ANA/เอน่า,0,114.39,123.00,0.99,-,,0
A131-2442,ANA/เอน่า,0,149.73,161.00,0.99,-,,0
A131-2444,ANA/เอน่า,0,192.51,207.00,0.99,-,,0
A131-2446,ANA/เอน่า,0,372.00,400.00,0.99,-,,0
A131-2448,ANA/เอน่า,0,496.62,534.00,0.99,-,,0
A131-2449,ANA/เอน่า,0,656.58,706.00,0.99,-,,0
A131-2449-2,ANA/เอน่า,0,"1,785.60","1,920.00",0.99,-,,0
A131-2449-4,ANA/เอน่า,0,"2,873.70","3,090.00",0.99,-,,0
A131-2450,ANA/เอน่า,0,139.50,150.00,0.99,-,,0
A131-2455,ANA/เอน่า,0,176.70,190.00,0.99,-,,0
A131-2460,ANA/เอน่า,0,207.39,223.00,0.99,-,,0
A131-2470,ANA/เอน่า,0,405.48,436.00,0.99,-,,0
E061-4755,EBARA/เอบาร่า,0,"62,561.10","67,270.00",0.99,-,,0
E061-4760,EBARA/เอบาร่า,0,"93,037.20","100,040.00",0.99,-,,0
E061-4765,EBARA/เอบาร่า,0,"105,592.20","113,540.00",0.99,-,,0
E061-4770,EBARA/เอบาร่า,0,"126,070.80","135,560.00",0.99,-,,0
E061-5010,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5020,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5030,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5040,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5050,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5060,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5070,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5080,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5090,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5100,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5110,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5120,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5130,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5131,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5131E,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5132,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5135,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5137,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5139,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5140,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5150,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5160,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5170,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5180,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5190,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5200,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5210,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5220,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5230,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5240,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5250,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5260,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5270,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5272,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5273,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5274,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5274C,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5275,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5278,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5280,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5290,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5300,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5310,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5320,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5330,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5340,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5350,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5360,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5370,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5380,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5390,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5400,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5410,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5415E,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5415G,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5415J,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5416W,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5420,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5430,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5440,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5450,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5460,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5470,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5480,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5490,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5500,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5510,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5520,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5530,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5540,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5543,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5545,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5560,EBARA/เอบาร่า,0,"95,529.60","102,720.00",0.99,-,,0
E061-5580,EBARA/เอบาร่า,0,"231,002.70","248,390.00",0.99,-,,0
E061-5608,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5609,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5610,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5639,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5645,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5650,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5655,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5670,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5699F,EBARA/เอบาร่า,0,"34,047.30","36,610.00",0.99,-,,0
E061-5699FG,EBARA/เอบาร่า,0,,,0.99,-,,0
E061-5701F,EBARA/เอบาร่า,0,"36,195.60","38,920.00",0.99,-,,0
E061-5703,EBARA/เอบาร่า,0,"40,241.10","43,270.00",0.99,-,,0
E061-5703F,EBARA/เอบาร่า,0,"38,753.10","41,670.00",0.99,-,,0
E061-5705F,EBARA/เอบาร่า,0,"40,771.20","43,840.00",0.99,-,,0
E061-5707F,EBARA/เอบาร่า,0,"46,909.20","50,440.00",0.99,-,,0
E061-5709F,EBARA/เอบาร่า,0,"48,211.20","51,840.00",0.99,-,,0
E061-5712F,EBARA/เอบาร่า,0,"53,037.90","57,030.00",0.99,-,,0
E061-5713F,EBARA/เอบาร่า,0,"55,242.00","59,400.00",0.99,-,,0
E061-5714,EBARA/เอบาร่า,0,"57,557.70","61,890.00",0.99,-,,0
E061-5724F,EBARA/เอบาร่า,0,"35,600.40","38,280.00",0.99,-,,0
E061-5726,EBARA/เอบาร่า,0,"41,254.80","44,360.00",0.99,-,,0
E061-5726F,EBARA/เอบาร่า,0,"39,999.30","43,010.00",0.99,-,,0
B141-0710,BC,0,79.05,85.00,0.99,-,,0
B141-0715,BC,0,29.76,32.00,0.99,-,,0
B141-0720,BC,0,44.64,48.00,0.99,-,,0
B141-0725,BC,0,66.96,72.00,0.99,-,,0
B141-0730,BC,0,89.28,96.00,0.99,-,,0
B141-0735,BC,0,116.25,125.00,0.99,-,,0
B141-0740,BC,0,172.05,185.00,0.99,-,,0
B141-0805,BC,0,27.90,30.00,0.99,-,,0
B141-0810,BC,0,23.25,25.00,0.99,-,,0
B141-0815,BC,0,13.02,14.00,0.99,-,,0
B141-0820,BC,0,20.46,22.00,0.99,-,,0
B141-0825,BC,0,29.76,32.00,0.99,-,,0
B141-0830,BC,0,46.50,50.00,0.99,-,,0
B141-0835,BC,0,56.73,61.00,0.99,-,,0
B141-0840,BC,0,84.63,91.00,0.99,-,,0
B141-0905,BC,0,41.85,45.00,0.99,-,,0
B141-0910,BC,0,57.66,62.00,0.99,-,,0
B141-0915,BC,0,66.96,72.00,0.99,-,,0
B141-0920,BC,0,96.72,104.00,0.99,-,,0
B141-0925,BC,0,110.67,119.00,0.99,-,,0
B141-0930,BC,0,135.78,146.00,0.99,-,,0
B141-1005,BC,0,16.74,18.00,0.99,-,,0
B141-1010,BC,0,13.95,15.00,0.99,-,,0
B141-1015,BC,0,10.23,11.00,0.99,-,,0
B141-1020,BC,0,13.02,14.00,0.99,-,,0
B141-1025,BC,0,20.46,22.00,0.99,-,,0
B141-1030,BC,0,27.90,30.00,0.99,-,,0
B141-1035,BC,0,34.41,37.00,0.99,-,,0
B141-1040,BC,0,50.22,54.00,0.99,-,,0
B141-1105,BC,0,36.27,39.00,0.99,-,,0
B141-1110,BC,0,51.15,55.00,0.99,-,,0
B141-1115,BC,0,69.75,75.00,0.99,-,,0
B141-1120,BC,0,101.37,109.00,0.99,-,,0
B141-1125,BC,0,135.78,146.00,0.99,-,,0
B141-1130,BC,0,186.00,200.00,0.99,-,,0
B141-1205,BC,0,26.97,29.00,0.99,-,,0
B141-1210,BC,0,38.13,41.00,0.99,-,,0
B141-1215,BC,0,38.13,41.00,0.99,-,,0
B141-1220,BC,0,,,0.99,-,,0
B141-1225,BC,0,,,0.99,-,,0
B141-1230,BC,0,,,0.99,-,,0
B141-1235,BC,0,,,0.99,-,,0
B141-1240,BC,0,,,0.99,-,,0
B141-1245,BC,0,,,0.99,-,,0
B141-1250,BC,0,,,0.99,-,,0
B141-1305,BC,0,17.67,19.00,0.99,-,,0
B141-1310,BC,0,17.67,19.00,0.99,-,,0
B141-1315,BC,0,17.67,19.00,0.99,-,,0
B141-1320,BC,0,17.67,19.00,0.99,-,,0
B141-1325,BC,0,24.18,26.00,0.99,-,,0
B141-1330,BC,0,24.18,26.00,0.99,-,,0
B141-1335,BC,0,35.34,38.00,0.99,-,,0
B141-1340,BC,0,35.34,38.00,0.99,-,,0
B141-1345,BC,0,35.34,38.00,0.99,-,,0
B141-1350,BC,0,43.71,47.00,0.99,-,,0
B141-1355,BC,0,43.71,47.00,0.99,-,,0
B141-1360,BC,0,43.71,47.00,0.99,-,,0
B141-1365,BC,0,43.71,47.00,0.99,-,,0
B141-1370,BC,0,66.96,72.00,0.99,-,,0
B141-1375,BC,0,66.96,72.00,0.99,-,,0
B141-1380,BC,0,66.96,72.00,0.99,-,,0
B141-1385,BC,0,66.96,72.00,0.99,-,,0
B141-1390,BC,0,66.96,72.00,0.99,-,,0
B141-2015,BC,0,93.00,100.00,0.99,-,,0
B141-2020,BC,0,107.88,116.00,0.99,-,,0
B141-2025,BC,0,122.76,132.00,0.99,-,,0
D032-0175,DAISHIN/ไดชิน,0,299.46,322.00,0.99,-,,0
D071-0010,DANFOSS/แดนฟอส,0,"1,357.80","1,460.00",0.99,-,,0
D111-0100,DUSS/ดัส,0,311.55,335.00,0.99,-,,0
D111-1010,DUSS/ดัส,0,466.86,502.00,0.99,-,,0
D111-1210,DUSS/ดัส,0,198.09,213.00,0.99,-,,0
D111-1220,DUSS/ดัส,0,278.07,299.00,0.99,-,,0
D211-ZQD-12,DIFFUL/ดิฟฟูล,0,,,0.99,-,,0
D211-ZQD-24,DIFFUL/ดิฟฟูล,0,736.56,792.00,0.99,-,,0
D241-CD0218P909,DONMARK,0,411.06,442.00,0.99,-,,0
D241-CD18P4C,DONMARK,0,267.84,288.00,0.99,-,,0
D241-CD23,DONMARK,0,131.13,141.00,0.99,-,,0
D241-CD23H,DONMARK,0,93.00,100.00,0.99,-,,0
D241-CD23P4C,DONMARK,0,236.22,254.00,0.99,-,,0
D241-CD3305P4C,DONMARK,0,335.73,361.00,0.99,-,,0
D241-D01,DONMARK,0,202.74,218.00,0.99,-,,0
D241-DGS2418,DONMARK,0,164.61,177.00,0.99,-,,0
D241-DGS2618,DONMARK,0,164.61,177.00,0.99,-,,0
D241-DKS1120,DONMARK,0,369.21,397.00,0.99,-,,0
D241-DM100P,DONMARK,0,117.18,126.00,0.99,-,,0
D241-DM120P,DONMARK,0,137.64,148.00,0.99,-,,0
D241-DM120S,DONMARK,0,137.64,148.00,0.99,-,,0
D241-DM12P,DONMARK,0,54.87,59.00,0.99,-,,0
D241-DM14P,DONMARK,0,59.52,64.00,0.99,-,,0
D241-DM150M,DONMARK,0,157.17,169.00,0.99,-,,0
D241-DM150P,DONMARK,0,159.03,171.00,0.99,-,,0
D241-DM16P,DONMARK,0,62.31,67.00,0.99,-,,0
D241-DM18P,DONMARK,0,66.96,72.00,0.99,-,,0
D241-DM200L,DONMARK,0,208.32,224.00,0.99,-,,0
D241-DM20P,DONMARK,0,69.75,75.00,0.99,-,,0
D241-DM2112G,DONMARK,0,113.46,122.00,0.99,-,,0
D241-DM22P,DONMARK,0,73.47,79.00,0.99,-,,0
D241-DM24P,DONMARK,0,76.26,82.00,0.99,-,,0
D241-DM319,DONMARK,0,167.40,180.00,0.99,-,,0
D241-DM325,DONMARK,0,155.31,167.00,0.99,-,,0
SET-F071-4AD18-20,FRANKLIN/แฟรงคลิน,0,"26,002.80","27,960.00",0.99,-,,0
SET-F071-4AD18-20T,FRANKLIN/แฟรงคลิน,0,"19,604.40","21,080.00",0.99,-,,0
SET-F071-4AD18201,FRANKLIN/แฟรงคลิน,0,"22,617.60","24,320.00",0.99,-,,0
SET-F071-4AD1820T1,FRANKLIN/แฟรงคลิน,0,"16,544.70","17,790.00",0.99,-,,0
SET-F071-4ADE08101,FRANKLIN/แฟรงคลิน,0,"6,677.40","7,180.00",0.99,-,,0
SET-F071-4ADE10101,FRANKLIN/แฟรงคลิน,0,"6,677.40","7,180.00",0.99,-,,0
SET-F071-4ADE10151,FRANKLIN/แฟรงคลิน,0,"7,812.00","8,400.00",0.99,-,,0
SET-F071-4ADE11151,FRANKLIN/แฟรงคลิน,0,"7,812.00","8,400.00",0.99,-,,0
SET-F071-4ADE11301,FRANKLIN/แฟรงคลิน,0,"11,671.50","12,550.00",0.99,-,,0
SET-F071-4ADE13101,FRANKLIN/แฟรงคลิน,0,"7,068.00","7,600.00",0.99,-,,0
SET-F071-4ADE13301,FRANKLIN/แฟรงคลิน,0,"11,699.40","12,580.00",0.99,-,,0
SET-F071-4ADE14201,FRANKLIN/แฟรงคลิน,0,"9,123.30","9,810.00",0.99,-,,0
SET-F071-4ADE15151,FRANKLIN/แฟรงคลิน,0,"7,812.00","8,400.00",0.99,-,,0
SET-F071-4ADE15301,FRANKLIN/แฟรงคลิน,0,"10,202.10","10,970.00",0.99,-,,0
SET-F071-4ADE16201,FRANKLIN/แฟรงคลิน,0,"9,123.30","9,810.00",0.99,-,,0
SET-F071-4ADE19151,FRANKLIN/แฟรงคลิน,0,"8,202.60","8,820.00",0.99,-,,0
SET-F071-4ADE20201,FRANKLIN/แฟรงคลิน,0,"9,951.00","10,700.00",0.99,-,,0
SET-F071-4ADE20301,FRANKLIN/แฟรงคลิน,0,"10,202.10","10,970.00",0.99,-,,0
SET-F071-4ADE27301,FRANKLIN/แฟรงคลิน,0,"13,075.80","14,060.00",0.99,-,,0
SET-F071-4ADE38301,FRANKLIN/แฟรงคลิน,0,"14,117.40","15,180.00",0.99,-,,0
SET-F071-4ADX09-10,FRANKLIN/แฟรงคลิน,0,"9,783.60","10,520.00",0.99,-,,0
SET-F071-5ADX08-10,FRANKLIN/แฟรงคลิน,0,"9,597.60","10,320.00",0.99,-,,0
SET-F071-6AD14-20,FRANKLIN/แฟรงคลิน,0,"26,002.80","27,960.00",0.99,-,,0
SET-F071-6AD14-20T,FRANKLIN/แฟรงคลิน,0,"19,604.40","21,080.00",0.99,-,,0
SET-F071-6AD14201,FRANKLIN/แฟรงคลิน,0,"22,561.80","24,260.00",0.99,-,,0
SET-F071-6AD1420T1,FRANKLIN/แฟรงคลิน,0,"16,544.70","17,790.00",0.99,-,,0
SET-F071-6AD20-30,FRANKLIN/แฟรงคลิน,0,"33,145.20","35,640.00",0.99,-,,0
SET-F071-6AD20-30T,FRANKLIN/แฟรงคลิน,0,"23,891.70","25,690.00",0.99,-,,0
SET-F071-6AD20301,FRANKLIN/แฟรงคลิน,0,"29,406.60","31,620.00",0.99,-,,0
SET-F071-6AD2030T1,FRANKLIN/แฟรงคลิน,0,"20,590.20","22,140.00",0.99,-,,0
SET-F071-6AD34-50,FRANKLIN/แฟรงคลิน,0,"48,573.90","52,230.00",0.99,-,,0
SET-F071-6AD34-50T,FRANKLIN/แฟรงคลิน,0,"38,176.50","41,050.00",0.99,-,,0
SET-F071-6AD34501,FRANKLIN/แฟรงคลิน,0,"43,263.60","46,520.00",0.99,-,,0
SET-F071-6AD3450T1,FRANKLIN/แฟรงคลิน,0,"33,405.60","35,920.00",0.99,-,,0
SET-F071-6AD49-75T,FRANKLIN/แฟรงคลิน,0,"47,997.30","51,610.00",0.99,-,,0
